image_name,prompt
84d8196f-b8d7-4c45-ae8d-2e4e45b83f54.png,"dreaming of a faceless girl bleeding into a mirror, intricate, art by greg rutkowski, high detailed, 4 k, "
764cb718-d532-4792-91fe-134a7f124324.png,"high detail, macro portrait photo, a caucasian woman with blue eyes and black hair, smiles at the camera, set in a dark room with red neon lights, shot using a zeiss supreme prime lenslens byby jovana rikalo "
2de8e547-b47a-453a-b498-aaa1bf51e25f.png,john wayne turning into a potato 
aea36351-64ed-491f-a443-e32bf9089e2a.png,"an indigenous ecuadorian huaorani man playing with akai mpc 2 0 0 0 in the jungle, wet floor, poster art by daniele caruso, benediktus budi, jason edmiston, vc johnson, powell peralta, volumetric light, fog "
ef0e1120-9926-41cc-a817-6cc90b644e4b.png,"a fabulous old woman with a sly face, a long nose and a wart on it. there is a black cat nearby. the background of huge chicken paws on top is a hut. fabulous enchanting dense forest around. very clear image. hyperrealistic. "
529b7a70-79bf-41b1-8186-769c4b321a01.png,"woman, detailed almond eyes shape, dressed in biker style, bridge, dark clouds, stylish, greg hildebrandt fancy new york oil painting high quality luxury clothes "
3e10de54-d168-46bb-85de-10b618dea866.png,official presidential portrait of bill gates. oil on canvas. national portrait gallery 
aa3dacd7-dd58-4256-9468-63bd71ba8449.png,"photo cartoon illustration comics manga painting of cloakroomenvironement : 6 fantasy environement, digital painting, unreal engine, 8 k, volumetric lighting, contrast by john kirby by carl warner and jim woodring, trending on artstation "
2871b439-3762-44ae-a795-adb697df49c4.png,"inside of an obsidian temple, dim interior, by beksinski, by ernst haeckel, shiny crystalline "
46d1c568-9f75-488e-9b4a-a54864430f3e.png,"mahogany woman, highly detailed, portrait, digital painting, trending on artstation, concept art, sharp focus, illustration, art by artgerm and greg rutkowski and magali villeneuve "
c227f556-c239-4393-a877-c1935b0a6e28.png,"a picture of a cute colorful humanlike robot playing a game on a computer, octane render, 3 d model "
7a1a9b8d-6bad-4726-8912-0d1a33228176.png,die cut sticker of anime chibi kawaii cute vacation love 
8de41b49-d5cc-4262-b354-a81e8ac75664.png,"cute portrait league of legends with flowers in her hair, blue color scheme. highly detailed, league of legends, japanese anime, cat girl, artgerm, artstation, soft light, sharp focus, illustration, character design, tv show "
78a78319-f426-4b9e-9008-b64a96e99e1f.png,"ocarina of time, diamonds, highly detailed, anime, artgerm, artstation, soft light, sharp focus, illustration "
8c3745fb-3f09-47d4-8321-8ba6bd39c82c.png,fisher - price inspired fashion. centerfold fashion magazine. 7 0's. hole body picture 
5ebab23a-b026-4dff-8f67-bdfe48624ebe.png,🚖🐻❄ 2 ⃣🏃🔷 in the style of voyeuristic photography 
271171d5-a4d6-43d0-b169-6611952898f2.png,"an intricate concept art of a large floating creature biomes, megafauna, ultra realistic, hyper detail, style by feng zhu and artgerm, trending on artstation, cgsociety, 8 k, octane render, high contrast, 3 d render, cgi, cinematic lighting "
cd90e197-c3fd-4dea-ae6c-d87fb412ed48.png,artwork city by joseph mallord william turner 
547aa6d4-7320-4869-b32e-f9775a1fdc11.png,"octane render concept art by greg rutkowski, eve soldier wearing futuristic white tactical gear, preparing for combat,, dim lighting, detailed portraits,, scifi, digital painting, artstation, concept art, smooth, sharp foccus ilustration, artstation hq "
0f1de316-e97c-4fea-bf4f-5f86f0b48892.png,kim jong - il inspired fashion. centerfold fashion magazine. 7 0's. whole body picture 
65af5b68-4e41-47bd-8da0-4faece850d4e.png,military satellite construction photo 5 0 s 
2a46bf02-fba3-4879-9174-828f04ca313c.png,"a portal to another dimension, surreal, highly detailed, artstation, smooth, sharp focus, by greg rutkowski, 8 k "
76bb6a33-c128-433e-bfec-a07138505675.png,french suburb modern photo 
2a9df9ba-5a6f-46ab-ba50-eb9cfde9c08a.png,"asset sheet, material study ( caricature ) carmaker ( by mark ryden ) dark foreboding "
4ab21e1e-ea88-4a7c-89d5-98487e1632fc.png,"photo back into the chamber turning a woman standing in the middle, volumetric lighting, medium shot, ground angle, uhd 8 k, shallow depth of field, concept art by cedric peyravernay maciej kuciara, cgsociety, trending in artstation, neo - figurative, unreal engine, octane render "
33bb1da8-3fd5-4be9-843e-ec7aba0730d6.png,riding a bike on mars - - height 1 0 2 4 
bf6682cc-757b-4b19-94ca-f0de83ec5fed.png,"a screenshot of no man's sky ( ps 4 2 0 1 6 ), a procedurally generated creature in no man's sky ( ps 4 2 0 1 6 ) "
c2974bd5-50d9-4d5d-ab61-10c9bb96bb84.png,photo of kanye west in clown makeup performing at a child's birthday party 
3766a6b7-5a6d-463e-9741-d7343cffaa41.png,"an concept art illustration, photorealistic portrait of a young student with mechanical backpack, ultra realistic, style by wlop, trending in artstation, cgsociety, octane render, ultra sharp, digital painting, 8 k "
6addce07-ca55-4bcb-9a5e-5ae6665bb4a1.png,"fluid extreme close up of gorgeous!! hyperrealistic male face melts like iridescent ice cream, digital art masterpiece, highly detailed neo pop surrealism, jason limon kay sage hannah yata, dramatic lighting, low angle, uhd 8 k, sharp focus "
edd5889a-3e8f-4b58-bf3c-38b59650f98d.png,danny devito yelling 
1f9331bc-57fd-476b-982b-c5033bfd3dc8.png,"buddha on the ground in a sacred sanctuary, enchanted cosmic forest, mushrooms on the ground, small fairies, stars in the sky, butterflies, rainbows, psychedelic, wide angle shot, vector art, optical illusion, heavenly, high contrast 4 k, fantasy poster by helen huang and frank frazetta and salvador dali "
49ddb6c0-362c-4a1e-8b0a-11342339540a.png,"photorealistic rendering of eldritch demon from resident evil 7 in the style of michael whelan and gustave dore. hyperdetailed photorealism by greg rutkowski, 1 0 8 megapixels, cinematic lighting. "
b66a1b7d-6305-4bcd-a8ea-d8bebb09a966.png,serbia scenic 
5f3023a3-eb8b-420e-b317-3dd4a8dbc38f.png,"hannah montana portrait, "
40bca78d-857e-4ee0-a096-3f6a856069b9.png,scorpion mortal kombat. pose. studio photo in the 7 0's. vogue magazine cover with text. highly detailed 
b2c32fc5-d146-4304-a295-e4d991f3dfbe.png,a still from from p. t. ( 2 0 1 4 ) 
5030a414-8912-46e6-85d6-6c31f808b24a.png,"a painting of a beaver and a squirrel walking across a river, a storybook illustration by atey ghailan, artstation contest winner, fantasy art, storybook illustration, 2 d game art, concept art "
b8534b00-a380-4e2f-b5b0-b623b81b5f70.png,"gothic princess closeup face portrait. by william - adolphe bouguerea, highly detailed "
97b83060-b1b8-4cc2-b045-36198fe66fdc.png,"extreme close - up of gorgeous hyperrealistic male head melts like ice cream, digital art masterpiece, highly detailed neo pop surrealism, jason limon kay sage hannah yata, dramatic lighting, low angle, uhd 8 k, sharp focus "
2b05ca8b-9257-412e-99fb-9e2db133fd41.png,sky with clouds shaped like virgin mary bright green portrait 
cfb36503-172d-4419-b451-71a89ec2be1a.png,parasitic ex - wife draining a husband background 
8ca338f3-6d19-4250-9b65-e22abb83c70e.png,"staircase, by m. c. escher "
b656f8ea-b8a8-4135-92cb-ac80fdc9f60f.png,"asset sheet, material study, detective ( pixar style 3 d caricature inspiration from up movie ) "
fdbc1680-c6a8-4795-a577-cd4540139ff8.png,"a photo of a house from the future, blending with nature, renewable energy sources, babylonian gardens, trending on flickr "
e130b78c-1b2d-4093-90cb-739c3ebd9d01.png,"a black and white photo of a woman with a scarf around her neck, featured on cg society, hurufiyya, shallow depth of field, attribution, ilford hp 5 "
6874740f-aa74-49ca-95e4-4bd619c82fe3.png,cyberpunk 2 0 7 7 environment 
3e552974-d745-49df-98a8-4a4d334dfa6d.png,"photo of garden whimsical fairy wonderland vibrant colors candyland wonderland by artgerm and greg rutkowski and magali villeneuv art beeple, by thomas kinkade hearstone league of legends dofus beatrix potter "
2b717700-8232-48f8-8488-7a830216ac51.png,"girl wearing white sleeveless turtleneck, pencil miniskirt, blonde hair. artstation trending, behance, by raymond swanland, by ross tran, bay alberto seveso, by konstantin razumov "
18b29424-35ac-4da5-b0ba-76a76501b694.png,"portrait of fantasy beast giraffe - dragon - wyrm hybrid, underneath laying bones, big beast pet sitting next to him, dark gods ancient temple in the background, illustration concept trending pixiv fanbox by wlop and greg rutkowski and caravaggio and rosa bonheur, and william harnett "
fe517655-d4ba-4b71-9029-f6288879e7aa.png,"photo overlay of virgin mary, low transparency, hirealistic, highly detailed "
52c6a4af-89d8-4285-9434-785e0d6d7b53.png,"hight focus of a wonderful sweet wonderful symmetrical profile portrait of a lady with a clear skin, with a rose lips, daz, emotional, new concept art, new interpretation of portrait, new era, digital art, fine art, mix, great look, dramatic light, cinematic, artstation, octane render 8 k s 1 "
938faed3-8392-4d23-9244-cdf1e52766c7.png,"a dark cosmic city, gloomy, dark, stars, galaxies, planets, nebulas, epic cosmic atmosphere, cosmos, epic art, digital art, trending on artstation, deviantart, ultra realistic, high detail, high definiton, high quality, hyper realistic, 4 k uhd "
df011d0c-9472-479e-9a05-2fbfe68e3abc.png,"3 d, white and black smoke, sun rays, young mysterious ninja woman cute anime model, sweat skin, liquid black metal, black roses, poster art, high detail, intricate oil painting, multiple exposure, deep blue mood, hyperrealism, 3 d, by tooth wu and wlop and beeple and greg rutkowski, 8 k, extremely detailed "
0f27064d-948b-4283-ae99-4b71ecc9cbaa.png,"sherlock splash art graphic design color splash high contrasting art, fantasy, highly detailed, art by greg rutkowski "
4bbe3cce-69c8-4bae-b130-132c089b821c.png,"victorian street urchin embracing an octopus, vintage photograph monochrome plate "
901c92fd-9ab2-4653-8aea-3fe705a02468.png,"closeup portrait of police arresting youth injecting croissants, photograph, natural light, sharp, detailed face, magazine, press, photo, steve mccurry, david lazar, canon, nikon, focus "
a32eac3c-7a0f-40f4-8838-dec8ea7442c7.png,"female in office dress, pencil miniskirt, illustrated by greg rutkowski and gaston bussiere, 3 5 mm lens, beautiful macro close - up imagery, vibrantly lush neon lighting, beautiful volumetric - lighting - style atmosphere, a futuristic atmosphere, intricate, detailed, photorealistic imagery, trending on artstation, 4 k, 8 k "
89af8e5a-ab0c-4310-97f4-053886d1cf2d.png,"pearlescent black lilith! the female leviathan that curls around the world, covered in holographic glitter!!, raining ash, fine art masterpiece, highly detailed dino valls wayne barlowe machiej kuciara, dramatic lighting, long shot, side angle, uhd 8 k, sharp focus "
cb37d812-cc1a-4ae4-a3e0-526e376f5c46.png,"spqr roman palace temple, fully restored, newly built reconstructed, white marble, red banners. ultrarealistic 3 d cg graphics. 8 k hd instagram photo at behance, epic cinematic movie shot, 1 9 9 0 s. adobe lightroom, photoshop "
26b6f46e-ef6d-4101-bf17-d207f55fd23d.png,"will to win, male portrait, azure. detailed hair, fractal hammer, intricate environment, fantasy art by ilya kuvshinov, peter mohrbacher, greg rutkowski, ross tran, craig mullins, thomas kinkade, victo ngai. unreal engine 5 highly detailed, blender, octane, ray tracing. sharp focus, masterpiece, post processing "
28861db5-b15a-4c0a-919d-b02463893bc5.png,ancient romans vs the cookie monster dressed as caesar. hyper realistic. by michael garmash james gurney. bussiere. 
ea15d232-ad91-4543-8d60-0013c6e627b4.png,"eldritch anime witch in the style of michael whelan and gustave dore. hyperdetailed photorealism by greg rutkowski. 1 0 8 megapixels, 3 d finalrender, cinematic lighting, witchcraft summoning circle "
fccf817f-08c8-40b3-9a6a-5e98847a7949.png,"2 d empty music venue, design, vector art, digital art, portrait, 4 k, 8 k, sharp focus, smooth, illustration, room, concept art "
1c52a05a-5e52-4bf8-a2d2-3894fd14c24b.png,"epic hyperdetailed portrait of a haunting 🐙🕷 lurking in the shadows. by greg rutkowski, highly detailed portrait, rococo, digital painting, artstation, concept art, smooth, sharp foccus ilustration, artstation hq. intricate, elegant. art by wlop and artgerm and greg rutkowski and alphonse mucha, masterpiece. misty rainforest "
ef9fc172-4772-4274-bf4a-8f1a5dbba74f.png,a group of origami elephant origamis playing soccer in a field. sunset in the background. 
cad0e2b7-bd38-4fc4-80a1-8818261d56e7.png,"photo of emma watson, warrior face paint "
62fe47d8-8a58-4e0d-9fbd-e783b44ad182.png,"photo environement cyberpunk palace : 4, 4 k rtx hdr volume light concept studio matte painting environement digital illustration style cyberpunk 2 0 7 7 artstation artur tarnowski, mihai muscan, marcin tomalak, marta leydy, marcin stepien, charlotte hughes, zuzanna dabrowa neon bioluminiscence "
6ef3420a-dc16-4019-ae7f-1ce5d168fffe.png,"refined oil painting co - oli - ver - ti - godlessness phalopathy - mescaline dramatic lighting, extremely detailed, sharp focus, cast shadows, vibrant, digital art "
3176090a-4d8e-4b93-b49f-a18528b25909.png,"burnt! lilith the mother of all monsters, raining ash, fine art masterpiece, highly detailed dino valls wayne barlowe machiej kuciara, dramatic lighting, long shot, wide angle, uhd 8 k, sharp focus "
cd8743ec-89af-4ffb-bcc5-1c7450168d71.png,"3 d close - up goddess skull liminal human skull, jellyfish, beautiful detailed japanese crow kitsune mask and classical japanese kimono highly detailed. iridescent accents. by wlop, tooth wu, greg rutkowski, alena aenami, beeple, octane render, ray tracing. teal and gold "
144f5f21-4bf7-4f3f-b0de-76a2a7e48b99.png,"very complex sophisticated architecture, full of geometry, parametric, generative, engineering, concrete, algorithmic design, flow, people, street view, octane render, vray, artstation, unreal engine. "
425f587f-db8d-4548-b169-a16b37266b76.png,"1 9 2 0 s color spirit photography 0 9 9 9 2 9 9 of alpine sunrise in the dolomites, red lit mountains, fog, by william hope, beautiful, dreamy, grainy "
ef8ab442-ceed-4852-8cb6-af3c41859b61.png,"key visual of cyclist, wheels in background, majestic, by shigenori soejima, finely detailed feature, anime, racetrack, deroo, pixiv top monthly, trending on artstation, cinematic, danbooru, zerochan art, kyoto animation, studio trigger "
c033663f-eb9e-4cd5-9afc-b1658a929516.png,"3 5 mm photo of metallic blue jetta like hot wheels model with mexico city as background, epic cinematic, epic lighting "
26e8643b-3f40-45fc-bee5-20fadfac0679.png,"an intricate concept art, illustration, a man with a bag, standing, full body shot, back - view, ultra photorealistic, ultra sharp, pinterest, artstation, cgsociety, pinterest, digital art, anime colors, style by wlop, hyperrealistic, octane render, 8 k "
a9d95f24-2e35-4650-bb90-be80438321ab.png,"photo the last us part 2 police station : 5 4 k rtx hdr volume light concept studio matte painting environement digital illustration fanart artstation by eytan zana and balazs agoston, jad saber, aaron limonick, pablo dominguez and florent lebrun and robby johnson "
26036c6d-aef0-4ad4-95aa-9599e3aeb3b3.png,"misa amane wearing headphones, sleeveless turtleneck, digital painting, by valerian city of a thousand planets, by ruan jin #, by mandy jurgens #, by artgerm #, william - adolphe bouguerea # "
4d5ddc21-a62e-4ba4-bac8-185fad44f80b.png,"neoclassical tower with dome in a waterway, next to a urban train, pinterest, artstation trending, behance, watercolor, by coby whitmore, silver, laser light, "
4ca0e846-6854-4280-87ca-2ddbf842e339.png,"portrait of tin toy fuzzy kaiju moth dragons wearing armour in victorian london, nicoletta ceccoli, mark ryden, lostfish, hyung tae, frank frazetta, depth of field, detailed and intricate gothic environment, 8 k resolution, hyperrealistic, octane render "
829d2e54-d9fb-4cf4-820f-04623190bbb8.png,"subdimensional, anti - prism, hyperprism, hypersphere between heaven and hell "
b5b8bf0e-8acc-40ea-969f-1ff982f0da83.png,"friends dancing at an alternative concert facing / looking the camera, crowd in the back, neon lines, colorful, very abstract style "
9417f73d-4a95-4ea6-81a9-81e3460aff9a.png,"pov one man walking in a giant ancient neoclassical building, troglodyte temples in a deep pit, high quality, mud, rain, by night, by andrei rublev "
7ea6084b-a33d-412c-a3cc-685e8cc8970b.png,john wayne caravaggio 
56c7ac9e-33a6-4f72-bb28-2615055d6876.png,cozy spaceship engine room. interior set design photograph by denis villeneuve 2 0 4 9 
e4d555b0-f7b9-468b-b860-d39117cafc7b.png,"an intricate concept portrait art illustration of an explorer nomad with bag standing, post - apocalyptic, back - view, mid shot, fuzichoco color palette, digital art, style by ivan talavera and artgerm and wlop, hyper realistic, photorealistic, octane render, trending on artstation, cgsociety, cinematic light "
df72fceb-73a3-42ef-8c15-75752ef0057a.png,"swimming in a sea of incredible joy, a simple textured vector based illustration, critical detail, contrasting colors, sharp focus, atmospheric dreamscape painting, wlop by ( portrait ) "
7a927704-1ce8-482a-be14-80c30f645599.png,"languid temptation. minimalistic analogue mixed media collage with canvas texture in style of contemporary art, punk art, realistic face, expressionism, masterpiece, perfect composition, photorealistic beautiful face, spectacular quality, intricate details, shattered glass textures, colorful "
87097b14-2872-43e4-adeb-8e07d9dc6fed.png,"last night at the countryside before the end of the world, fine art photography masterpiece, highly detailed anka zhuravleva claude cahun, dramatic lighting, long shot, wide angle, uhd 8 k, sharp focus "
f697d661-49e8-4f9c-be5b-ff2797abac3a.png,"demons in hell tormenting a large cubic bubble with tiny man inside, disturbing, uneasy, unsettling, by hieronymus bosch, trending on artstation, trending on nightcafe, by alexander fedosa oil on canvas "
60b1cb4f-2ed9-408c-a454-d2a03f6f6012.png,3 
81f32a5d-bb4a-45b3-9b0a-4fa75fc46b5c.png,"a portrait of leonardo dicaprio, one piece art style, one piece art style, one piece art style, cartoon, cartoon "
fc8a8cad-8355-4a9f-9a2d-acf3eb1915a4.png,"anime girl, hentai style, anime style, beautiful, hentai art, trending on artstation, deviantart, 4 k uhd "
7bfe2815-b98d-4fd7-81b1-d93c993b1728.png,"close - up portrait of a handsome fair - haired prince in warhammer 4 0 k, very coherent symmetrical artwork, intricate, highly detailed, trending on artstation, concept art, slightly smooth, sharp focus, darker colors, rpg rulebook illustration, art by raymond swanland and greg rutkowski "
c6a77617-724f-4833-999c-788621588d03.png,"3 / 4 portrait, young persian warrior, male, very long black hair, garnet, turquoise, orientalist, 1 6 k, very detailed, smooth, sunny medieval iranian city, warm natural lighting, gold details, marc simonetti, alphonse mucha, sung choi, artstation, greg rutkowski, sharp focus, octane render "
df72941e-f582-4600-a52d-dd0a2744e4a3.png,"exoplanet planet alien flore plant mass effect jungle winter andromeda krogan nebula aurora wallpaper 3 d pixar disney digital cgi rtx hdr painting bioluminance alena aenami artworks in 4 kby loish beeple, by thomas kinkade 2 2 2 2 "
8a2105da-2db8-47e0-bd20-ebe8657bf1ba.png,"lady gaga by nick knight, vogue magazine, photoshoot, dramatic, red weapon 8 k s 3 5, cooke anamorphic / i lenses, highly detailed, cinematic lighting "
e5b522cc-77e6-4767-8197-5e916f7d2add.png,"portrait of qin shi huang by goya and turner, low key lighting, high contrast, soft shadows "
f38b7f79-ed86-4e20-8897-fdab3b780072.png,"batgirl by lisa frank, mahmoud sai, malika agueznay, paolo uccello, pauline haynes, pieter bruegel the elder, pre - raphaelite brotherhood, rene magritte, sonia delaunay, by wangechi mutu, wlop, yoshitaka amano, visual novel "
8f801e0c-fdf1-4750-a670-3e8897331852.png,"realistic still from howl's moving castle ( 2 0 0 4 ) of a grey scientist standing on a caravan in a flooded monument valley, hq depth of field. "
66a63540-8397-41ce-8801-47dcb9218482.png,"psychedelic mushrooms, enchanted alien world, mushrooms on the ground, aliens, galaxy in the sky, butterflies, rainbows, bright colors, psychedelic, wide angle shot, vector art, fantasy poster by helen huang and frank frazetta and salvador dali "
af065b3c-c284-45ea-a484-b93d389dc2d4.png,album cover art for minimalist love akihiko yoshida 
41159575-6f23-4cbc-abda-8131b082a2ba.png,"movie still by djibril diop mambety of a blue neoclassical corridor with yellow drapery finishing on a lake, cinestill 8 0 0 t 3 5 mm, heavy grain, high quality, high detail, isometric view "
9b4dcf2e-b822-41e5-9457-b7f480a6cbe5.png,brown daschund dog with angel wings in heaven 
0092e523-4a7b-4dff-8968-6e357924d442.png,"a chtulhu samurai concentrating chaos on a katana, over a mountain, desolate wasteland landscape, cyberpunk art!!! dramatic lighting, cinematic, establishing shot, extremly high detail, photorealistic, cinematic lighting, post processed, concept art, artstation, matte painting, style by greg rutkowsky "
e5deba63-9492-440b-babe-ad35c9c616cb.png,"a photo of a world peace. 4 k photo, 3 5 mm "
b6b0dbfd-f192-4413-b1f8-c25fe85f7a9b.png,"magnolia tree to the moons, beautiful intricate oil painting, mountains, beautiful nebula in the sky by jacek yerka, beautiful nebula in the sky by jacek yerka "
3d3e717f-7997-409b-9ef1-4b4062a51c14.png,"expressive female orgasm detailed mixed media collage with canvas texture in style of contemporary art, punk art, realism, realistic photo, sensual bodies, expressionism, masterpiece, spectacular quality, intricate oil details, broken glass photo, torn paper intricate texture, large cracks, liquid glue spots, vivid and balanced yellow red blue palette "
c87e40f0-4156-4e27-b2a8-928ee68c202e.png,"gorgeous teen girl in chic dress, blue hair, highly detailed, digital painting, artstation, concept art, sharp focus, art by leyendecker, ross tran, anna dittmann, greg rutkowski, andreas rocha "
7bcac4e5-4b39-4709-b505-44b3d316ab24.png,"highly detailed, ultra realistic, cinematic, close up portrait, young woman, origami orgasm, high detail, 8 k, sharp focus, movie still, dramatic lighting, ray tracing, smooth, wonbin lee, lane brown, z ed, wenfei ye, finnstark, oleg bulakh, felix englund, michal karcz, yoshitaka "
22bca0f1-4a1c-4af6-b502-b01a79cc1a2a.png,"jessica henwick, fire emblem, art by studio ghibli and j. c. leyendecker and greg rutkowski and artgerm and ilya kuvshinov, portrait, d & d, fantasy, highly detailed, digital painting, headshot, trending on artstation, concept art, sharp focus, illustration "
cd442a60-77d2-4100-b71a-6f3fb2e97fec.png,"icon, logo, carbon "
be19ea24-1305-4aae-ba54-5ace9f16abc4.png,"a view of heaven, cinematic, ray traced, octane render, cinematic lighting, ultrarealistic, featured on artstation, 8 k uhd artwork "
42d7ed6b-d45d-45f9-b7d4-892d09d5192b.png,"game asset sheet, material study, 2 d sprite, ultra dense flowering cannabis plants "
16c529d5-f51b-43ee-90bd-7e1074cf7a11.png,"portrait painting of a furry weasel in a white shirt, wearing glasses, sits at a table reading by wenjun lin, irakli nadar, bright colors, octopath traveler, wenjun lin, unreal engine 5 highly rendered, global illumination, 9 radiant light, detailed and intricate environment "
c0978043-667d-4259-bf5d-2625224ebe31.png,"muscular reptilian chiropteran hybrid with large bat ears, realistic, detailed, unreal engine 5 rendered, octane rendered "
9aa44f43-e6c9-41c6-a1ce-58320e72cef1.png,"an intricate concept art illustration of an undergrowth pizza truck in street, no people, yuumei art color palette, anime style, global illumination, digital art, photorealistic movie still, style ivan talavera and artgerm, hyper realistic, photorealistic, octane render, trending on artstation, cgsociety, cinematic light, 8 k "
d9b5a6ce-10c5-4abe-9e1a-e3309d7837dd.png,"concept art angel knight girl in golden and silver armor adorned with sapphire gems, artstation trending, octane render, cinematic, highly detaild "
cb0e848e-5324-4bbd-9ad7-d430a5a932d5.png,"celestial transforming orgasm screaming detailed mixed media collage with canvas texture in style of contemporary art, punk art, photorealism, sensual bodies, expressionism, masterpiece, perfect composition, spectacular quality, intricate oil details, broken glass photo, torn paper intricate texture, large cracks, liquid glue spots "
dc8bc18f-ff55-407b-aa58-f9c08af85f7f.png,"beautiful boyish natalie portman 3 / 4 nose sketches, aztec helmet face, looking side, game assets overlay, centered, 8 - bit, gapmoe yandere grimdark, trending on pixiv fanbox, painted by greg rutkowski makoto shinkai takashi takeuchi studio ghibli, akihiko yoshida "
eda77e96-04ba-493d-bb6a-4e10e7ddebba.png,"fantasy character illustration of a yellow angel with red wings and long hair crouches on a mountain peak looking down, shooting a beam of energy, trending on artstation, digital art ( by jesper ejsing ) ( by clint cearley ) ( by raluca marinescu ) "
770fe7f8-2efd-41d3-af9f-da157074cf50.png,"character portrait of eleven from stranger things, nose bleed, looks like millie bobby brown, very detailed face, by atay ghailan & akira toriyama & ken sugimori & takeshi obata & hiromu arakawa & masashi kishimoto & yusuke murata & hayao miyazaki & masashi ando, "
7bb59a47-586d-4947-97b7-d40ff53436da.png,"exotic blue bathroom, cinematic, cinematic lighting "
3968647f-7f42-438b-a3b8-e045b6599359.png,"game asset sheet, material study, 2 d sprite, chibi sports ( baseball and basketball ) players "
8f3c484e-885b-47dd-9b2d-9e5b46a60c30.png,"portrait painting of twenty - eight - year - old young man, wearing glasses, like jay chou wearing a white shirt by wenjun lin, irakli nadar, bright colors, octopath traveler, wenjun lin, unreal engine 5 highly rendered, global illumination, radiant light, detailed and intricate environment "
5da4399b-7526-4955-b7f1-bf3960cca07b.png,"anthropomorphic cranberries, playing rock "
eefd331b-ef77-48c1-90f5-e472fede3a2c.png,illustration artoys cute figurine wooden robots cyberpunk symetrical geometrical cgsociety artstation 
597f4bea-0128-4b6a-821e-ea0d03bb0f37.png,"eminem in gta v, grand theft auto v cover art of eminem by stephen bliss, no text "
75be0155-0b06-4aae-a48a-936e54f8ce53.png,"portrait of white teenage girl, normal face, white bangs, mall goth, cyberlox, black and white hair, bangs, fluffy bangs, red contact lenses, purple lipstick, intricate, elegant, highly detailed, digital painting, artstation, concept art, sharp focus, smooth, illustration, art by wlop, mars ravelo and greg rutkowski "
a866f017-4655-496b-b628-17f5319e8ea4.png,"inner ear portrait by gaston bussierre and charles vess and james jean and erik jones and rhads, inspired by rutkowsky and mc escher, epic, huge scale, beautiful fine face features, intricate high details, sharp, ultradetailed "
49f42169-0d82-4afc-89db-99a42262e7d5.png,"white - walled fantasy castle in beautiful valley on sunny day, trending on artstation, digital art ( by joseph meehan ) ( by victor adame ) ( by anna steinbauer ) "
0d5f1e12-b049-42f4-8252-08a35437c7ee.png,"psychedelic mushrooms, enchanted forest, waterfall, wide angle shot, vector art, illustration by larry elmore "
4ba42a08-5211-4738-b0e2-e46256fe09f7.png,"super detailed color lowpoly art, northern sunset with rocks on front, monochrome photorealistic bay in the middle of perspective and mountains at background, big graphic seiner ship, unreal engine, high contrast color palette, 3 d render, lowpoly, colorful, digital art, perspective, full volume composition, robb cobb, syd mead "
d30b3646-5587-47ec-8bb5-c0c4fc938493.png,"a sexy alluring blonde american sniper girl in war, with futuristic gear and helmet, portrait by nina masic and ross tran and miho hirano, detailed, epic video game art, warm color tone "
147c2d11-3000-4595-8bcd-c9ce3a393928.png,"portrait of ted cruz as the zodiac killer at night texas, an oil painting by ross tran and thomas kincade "
5a4448e8-5234-4055-9fe2-c8899d07e144.png,"girl with medium length red hair. brown eyes, thin face, red lips. centered median photoshop filter cutout vector behance hd jesper ejsing! "
6edd0c46-4c65-4b86-85bd-0945c19244fb.png,shell - walker machine mecanical creature robot of horizon forbidden west horizon zero dawn radiating a glowing aura global illumination ray tracing hdr fanart arstation by ian pesty and alena aenami artworks in 4 k 
edce3ce1-0e3d-4c93-aaaa-695b276556b7.png,"concept art of a modern office life, young attractive business woman, pencil miniskirt, pinterest, artstation trending, behance, watercolor, by coby whitmore, silver, laser light, "
1c47c9ce-9de5-4e25-8e41-cece039c5625.png,"gothic girl holding a knife in an abandoned hospital room with red ceiling lighting and several blue lights on the walls, gloomy and foggy atmosphere, octane render, artstation trending, horror scene, highly detailded "
d441a170-30d7-48ec-80b5-ea41d7c7e3af.png,"lenin, eun emerging from renaissance italy into a cyberpunk mutiversal realm by conrad roset, nicola samuri, dino valls, m. w. kaluta, jakub rebelka, rule of thirds, seductive look, beautiful "
323e8772-7800-49b2-924f-63b722bb6c87.png,"full body portrait, teenage betty cooper, blonde hair, obese, bangs, ponytail, sultry, realistic, sultry smirk, fluffy bangs, curly bangs, fat, belly, beautiful girl, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by wlop, mars ravelo and greg rutkowski "
bf043aab-01d5-4d25-8bf3-774fc50c18fd.png,"photo, alien ugly monster rat chewing! thick internet cable!! in the ferns, grass and rocks, highly detailed, intricate details, volumetric lighting, close up "
9a617ca0-05c4-4dcd-96a9-cefbfa8eb505.png,"philosopher alvin plantinga, gta v art "
1e822ec2-4509-4dee-a317-e6bfdc78f542.png,"emma stone portrait by sandra winther, disney cartoon face, attrective princess, glamorous, character art, digital illustration, soft and blurry "
46240ea1-4fed-4ab7-9653-1cf30a4a374e.png,a step by step illustrated guide of how to love yourself 
9ad51e38-33fe-4aca-be10-e247c955e3a1.png,alena aenami artworks in 4 k 
5c318b4a-c180-4d12-b031-5e38170f8d1c.png,"concept art of allyway in england city, pinterest, artstation trending, behance, watercolor, by coby whitmore *, silver, laser light *, "
